Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 1. Blank can be this fraction of a sample: 10. S/N ratio: 5. Parts per million flexibility: 6. Processed on: 2020-09-04 14:10:15. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","Poo.Name","Fraction","BlankFlag","Flags","QC_area"
"46","170124_Smp_Vesicle9313_1","Citric Acid",15.65,25308,0,"15894",5.6,NA,NA,"areaminFlag",16.2025,NA,5213159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, BlankFlag",NA
"47","170124_Smp_Vesicle9313_2","Citric Acid",15.62,46719,0,"24453",5.7,NA,NA,NA,16.2025,NA,5213159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"48","170124_Smp_Vesicle9313_3","Citric Acid",15.63,44391,0,"16791",6.7,NA,"ppmFlag",NA,16.2025,NA,5213159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","ppmFlag, BlankFlag",NA
"49","170124_Smp_Pro9312_A","Cysteic Acid",12.5,1100921,0,"101851",-0.7,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1100921
"50","170124_Smp_Pro9312_B","Cysteic Acid",12.51,1572022,0,"142463",-0.8,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1572022
"51","170124_Smp_Pro9312_C","Cysteic Acid",12.53,1795051,0,"172539",-0.7,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1795051
"52","170124_Smp_Pro9313_A","Cysteic Acid",12.53,3352011,0,"324272",-0.9,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",3352011
"53","170124_Smp_Pro9313_B","Cysteic Acid",12.51,2059881,0,"159026",-0.7,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",2059881
"54","170124_Smp_Pro9313_C","Cysteic Acid",12.54,371343,0,"70107",-1.3,NA,NA,NA,12.12,NA,10755,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",371343
"55","170124_Smp_Vesicle9312_1","Cysteic Acid",10.17,39671,0,"19526",-2.7,NA,NA,"areaminFlag",12.12,"RTFlag",128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"56","170124_Smp_Vesicle9312_2","Cysteic Acid",10.31,28768,0,"12527",-0.1,NA,NA,"areaminFlag",12.12,"RTFlag",128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"57","170124_Smp_Vesicle9312_3","Cysteic Acid",10.23,23804,0,"13048",-1.4,NA,NA,"areaminFlag",12.12,"RTFlag",128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"58","170124_Smp_Vesicle9313_1","Cysteic Acid",9.59,59969,0,"16041",-1.7,NA,NA,NA,12.12,"RTFlag",128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","RTFlag, BlankFlag",NA
"59","170124_Smp_Vesicle9313_2","Cysteic Acid",11.3,11040,0,"11638",-3.7,NA,NA,"areaminFlag",12.12,NA,128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, BlankFlag",NA
"60","170124_Smp_Vesicle9313_3","Cysteic Acid",10.3,83712,0,"21536",-1.3,NA,NA,NA,12.12,"RTFlag",128461,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","RTFlag, BlankFlag",NA
"61","170124_Smp_Pro9312_A","FAD",10.25,749675,0,"86753",2.3,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",749675
"62","170124_Smp_Pro9312_B","FAD",10.29,1109888,0,"97579",3.4,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1109888
"63","170124_Smp_Pro9312_C","FAD",10.31,1218717,0,"128190",2.5,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1218717
"64","170124_Smp_Pro9313_A","FAD",10.31,2617619,0,"256264",2.9,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",2617619
"65","170124_Smp_Pro9313_B","FAD",10.26,1399480,0,"117957",2.2,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1399480
"66","170124_Smp_Pro9313_C","FAD",10.27,209277,0,"67315",0.8,NA,NA,NA,9.8425,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",209277
"67","170124_Smp_Vesicle9312_1","FAD",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.8425,NA,9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC",NA,"",NA
"68","170124_Smp_Vesicle9312_2","FAD",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.8425,NA,9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC",NA,"",NA
"69","170124_Smp_Vesicle9312_3","FAD",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.8425,NA,9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC",NA,"",NA
"70","170124_Smp_Vesicle9313_1","FAD",22.37,26244,0,"19509",0.3,NA,NA,"areaminFlag",9.8425,"RTFlag",9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"71","170124_Smp_Vesicle9313_2","FAD",19.29,23021,0,"19931",0.7,NA,NA,"areaminFlag",9.8425,"RTFlag",9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"72","170124_Smp_Vesicle9313_3","FAD",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.8425,NA,9062,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC",NA,"",NA
"73","170124_Smp_Pro9312_A","Fructose 6 phosphate",13.48,31871132,68550,"1815431",3.5,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",31871132
"74","170124_Smp_Pro9312_B","Fructose 6 phosphate",13.45,33350250,138502,"1799863",3.7,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",33350250
"75","170124_Smp_Pro9312_C","Fructose 6 phosphate",13.5,17419042,0,"825041",3.8,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",17419042
"76","170124_Smp_Pro9313_A","Fructose 6 phosphate",13.61,22708808,0,"1083452",3.5,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",22708808
"77","170124_Smp_Pro9313_B","Fructose 6 phosphate",13.59,16579335,0,"649936",3.6,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",16579335
"78","170124_Smp_Pro9313_C","Fructose 6 phosphate",13.61,4450147,0,"233155",3.3,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",4450147
"79","170124_Smp_Vesicle9312_1","Fructose 6 phosphate",13.19,359785,0,"79845",3.4,NA,NA,NA,13.1725,NA,148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"80","170124_Smp_Vesicle9312_2","Fructose 6 phosphate",14.33,28432,0,"16971",4.1,NA,NA,"areaminFlag",13.1725,"RTFlag",148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"81","170124_Smp_Vesicle9312_3","Fructose 6 phosphate",13.14,315353,0,"72832",2.8,NA,NA,NA,13.1725,NA,148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"82","170124_Smp_Vesicle9313_1","Fructose 6 phosphate",9.17,13192,0,"7358",5,NA,NA,"areaminFlag",13.1725,"RTFlag",148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"83","170124_Smp_Vesicle9313_2","Fructose 6 phosphate",15.76,21197,0,"11320",2.8,NA,NA,"areaminFlag",13.1725,"RTFlag",148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"84","170124_Smp_Vesicle9313_3","Fructose 6 phosphate",10.19,13036,0,"6983",3.9,NA,NA,"areaminFlag",13.1725,"RTFlag",148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"85","170124_Smp_Pro9312_A","Fumaric Acid",12.26,8215025,1722971,"746906",-4.6,"SNFlag",NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"SNFlag, ",NA
"86","170124_Smp_Pro9312_B","Fumaric Acid",12.26,9892128,615210,"794307",-4.2,NA,NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",9892128
"87","170124_Smp_Pro9312_C","Fumaric Acid",12.31,10830732,143971,"815665",-4.3,NA,NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",10830732
"88","170124_Smp_Pro9313_A","Fumaric Acid",12.29,20794002,3275420,"1595404",-4.4,NA,NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",20794002
"89","170124_Smp_Pro9313_B","Fumaric Acid",12.29,15027899,1881305,"1135371",-4.4,NA,NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",15027899
"90","170124_Smp_Pro9313_C","Fumaric Acid",12.31,6561323,1486127,"533201",-4.7,"SNFlag",NA,NA,12.6725,NA,396851,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"SNFlag, ",NA
"91","170124_Smp_Vesicle9312_1","Fumaric Acid",12.81,359417,467698,"40589",-5,"SNFlag",NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"92","170124_Smp_Vesicle9312_2","Fumaric Acid",12.7,458389,331957,"53785",-4.6,"SNFlag",NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"93","170124_Smp_Vesicle9312_3","Fumaric Acid",12.7,207270,212989,"46071",-4.4,"SNFlag",NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"94","170124_Smp_Vesicle9313_1","Fumaric Acid",12.64,325263,271926,"60500",-4.8,"SNFlag",NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"95","170124_Smp_Vesicle9313_2","Fumaric Acid",12.76,1070694,0,"62277",-4.5,NA,NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"96","170124_Smp_Vesicle9313_3","Fumaric Acid",12.51,302958,397501,"50438",-4.6,"SNFlag",NA,NA,12.6725,NA,770571,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"97","170124_Smp_Pro9312_A","Gluconic Acid",11.1,4272069,4154493,"455515",3.9,"SNFlag",NA,NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"98","170124_Smp_Pro9312_B","Gluconic Acid",11.11,4572776,7220499,"303995",5,"SNFlag",NA,NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"99","170124_Smp_Pro9312_C","Gluconic Acid",11.11,2140193,6272649,"171966",6,"SNFlag",NA,NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"100","170124_Smp_Pro9313_A","Gluconic Acid",10.53,1680015,3416202,"145969",6.8,"SNFlag","ppmFlag",NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"101","170124_Smp_Pro9313_B","Gluconic Acid",11.1,2184230,8342881,"104060",6.8,"SNFlag","ppmFlag",NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"102","170124_Smp_Pro9313_C","Gluconic Acid",11.31,692703,10815208,"70306",6.6,"SNFlag","ppmFlag",NA,10.6925,NA,2497762,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"103","170124_Smp_Vesicle9312_1","Gluconic Acid",10.5,1147708,2733230,"86988",5.8,"SNFlag",NA,NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"104","170124_Smp_Vesicle9312_2","Gluconic Acid",10.56,412836,5822632,"59802",5.9,"SNFlag",NA,NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"105","170124_Smp_Vesicle9312_3","Gluconic Acid",10.55,2379462,4408528,"107786",6.5,"SNFlag","ppmFlag",NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"106","170124_Smp_Vesicle9313_1","Gluconic Acid",10.67,289075,1704906,"39978",6.5,"SNFlag","ppmFlag",NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"107","170124_Smp_Vesicle9313_2","Gluconic Acid",10.41,1608416,5885041,"71448",6.7,"SNFlag","ppmFlag",NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"108","170124_Smp_Vesicle9313_3","Gluconic Acid",10.8,222645,789728,"54028",6.5,"SNFlag","ppmFlag",NA,10.6925,NA,7055331,"170124_Poo_Jan25_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, ppmFlag, BlankFlag",NA
"109","170124_Smp_Pro9312_A","Glucose 1 phosphate",13.48,31871132,68550,"1815431",3.5,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",31871132
"110","170124_Smp_Pro9312_B","Glucose 1 phosphate",13.45,33350250,138502,"1799863",3.7,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",33350250
"111","170124_Smp_Pro9312_C","Glucose 1 phosphate",13.5,18511854,0,"825041",3.8,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",18511854
"112","170124_Smp_Pro9313_A","Glucose 1 phosphate",13.61,22414780,0,"1083452",3.5,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",22414780
"113","170124_Smp_Pro9313_B","Glucose 1 phosphate",13.59,16579335,0,"649936",3.6,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",16579335
"114","170124_Smp_Pro9313_C","Glucose 1 phosphate",13.61,4450147,0,"233155",3.3,NA,NA,NA,13.1725,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",4450147
"115","170124_Smp_Vesicle9312_1","Glucose 1 phosphate",13.19,359785,0,"79845",3.4,NA,NA,NA,13.1725,NA,148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"116","170124_Smp_Vesicle9312_2","Glucose 1 phosphate",14.33,28432,0,"16971",4.1,NA,NA,"areaminFlag",13.1725,"RTFlag",148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"117","170124_Smp_Vesicle9312_3","Glucose 1 phosphate",13.14,315353,0,"72832",2.8,NA,NA,NA,13.1725,NA,148832,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
