Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 5000. RT flexibility: 0.2. Blank can be this fraction of a sample: 10. S/N ratio: 5. Parts per million flexibility: 4. Processed on: 2020-09-04 14:10:16. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","Poo.Name","Fraction","BlankFlag","Flags","QC_area"
"43","170128_Smp_Vesicle9312_1","Desthiobiotin",9.27,1481,0,"1948",0.4,NA,NA,"areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"44","170128_Smp_Vesicle9312_2","Desthiobiotin",0.08,550,0,"911",-1.7,NA,NA,"areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"45","170128_Smp_Vesicle9312_3","Desthiobiotin",0.08,290,0,"453",4.1,NA,"ppmFlag","areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"46","170128_Smp_Vesicle9313_1","Desthiobiotin",6.48,726,0,"1804",-0.2,NA,NA,"areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"47","170128_Smp_Vesicle9313_2","Desthiobiotin",0.08,488,0,"757",4.5,NA,"ppmFlag","areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"48","170128_Smp_Vesicle9313_3","Desthiobiotin",7.12,1066,0,"2380",0.2,NA,NA,"areaminFlag",4.32,"RTFlag",3742,"170128_Poo_Jan25_AqExtracts_FS_3","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"49","170128_Smp_Pro9312_A","Dimethyl-benzimidazole",3.16,168045,0,"28580",-2.9,NA,NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","BlankFlag",NA
"50","170128_Smp_Pro9312_B","Dimethyl-benzimidazole",3.2,129198,0,"27444",-2.3,NA,NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","BlankFlag",NA
"51","170128_Smp_Pro9312_C","Dimethyl-benzimidazole",3.17,78501,47276,"18277",-2.9,"SNFlag",NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","SNFlag, BlankFlag",NA
"52","170128_Smp_Pro9313_A","Dimethyl-benzimidazole",3.2,45576,21310,"14958",-2.8,"SNFlag",NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","SNFlag, BlankFlag",NA
"53","170128_Smp_Pro9313_B","Dimethyl-benzimidazole",3.16,293499,154428,"72589",-2.8,"SNFlag",NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","SNFlag, BlankFlag",NA
"54","170128_Smp_Pro9313_C","Dimethyl-benzimidazole",3.16,163741,0,"25809",-2.7,NA,NA,NA,3.185,NA,190972,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq","BlankFlag","BlankFlag",NA
"55","170128_Smp_Vesicle9312_1","Dimethyl-benzimidazole",0.06,9116,0,"17450",-4,NA,NA,NA,3.185,"RTFlag",5471,NA,"RPAq","BlankFlag","RTFlag, BlankFlag",NA
"56","170128_Smp_Vesicle9312_2","Dimethyl-benzimidazole",3.39,2117,0,"2933",-2.6,NA,NA,"areaminFlag",3.185,"RTFlag",5471,NA,"RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"57","170128_Smp_Vesicle9312_3","Dimethyl-benzimidazole",3.38,3601,0,"3381",-1.3,NA,NA,"areaminFlag",3.185,NA,5471,NA,"RPAq","BlankFlag","areaminFlag, BlankFlag",NA
"58","170128_Smp_Vesicle9313_1","Dimethyl-benzimidazole",4.12,5271,0,"2627",-1.3,NA,NA,NA,3.185,"RTFlag",5471,NA,"RPAq","BlankFlag","RTFlag, BlankFlag",NA
"59","170128_Smp_Vesicle9313_2","Dimethyl-benzimidazole",4.27,5218,0,"2775",-1.9,NA,NA,NA,3.185,"RTFlag",5471,NA,"RPAq","BlankFlag","RTFlag, BlankFlag",NA
"60","170128_Smp_Vesicle9313_3","Dimethyl-benzimidazole",2.46,11302,0,"5672",-2,NA,NA,NA,3.185,"RTFlag",5471,NA,"RPAq","BlankFlag","RTFlag, BlankFlag",NA
"61","170128_Smp_Pro9312_A","Glutathione",0.9,4193796,282060,"3604278",-1.9,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",4193796
"62","170128_Smp_Pro9312_B","Glutathione",0.9,5168748,105642,"4439004",-2.1,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",5168748
"63","170128_Smp_Pro9312_C","Glutathione",0.9,5059993,149236,"3940387",-2.5,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",5059993
"64","170128_Smp_Pro9313_A","Glutathione",0.9,5072694,93973,"3574084",-1.5,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",5072694
"65","170128_Smp_Pro9313_B","Glutathione",0.9,12958785,59570,"9840765",-2.5,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",12958785
"66","170128_Smp_Pro9313_C","Glutathione",0.9,1256780,3835,"1024891",-0.9,NA,NA,NA,0.7975,NA,3855,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq",NA,"",1256780
"67","170128_Smp_Vesicle9312_1","Glutathione",5.54,620,0,"1529",-1.7,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"68","170128_Smp_Vesicle9312_2","Glutathione",5.08,885,0,"1220",-0.8,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"69","170128_Smp_Vesicle9312_3","Glutathione",4.94,1094,0,"1686",-0.8,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"70","170128_Smp_Vesicle9313_1","Glutathione",0.19,1354,0,"2124",1,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"71","170128_Smp_Vesicle9313_2","Glutathione",4.95,962,0,"2312",0.1,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"72","170128_Smp_Vesicle9313_3","Glutathione",6.94,763,0,"1782",-0.2,NA,NA,"areaminFlag",0.7975,"RTFlag",6042,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"73","170128_Smp_Pro9312_A","Kynurenine",3.59,2257,0,"5182",0.1,NA,NA,"areaminFlag",1.2175,"RTFlag",5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"74","170128_Smp_Pro9312_B","Kynurenine",1.71,18604,0,"29328",0.4,NA,NA,NA,1.2175,"RTFlag",5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","RTFlag, BlankFlag",NA
"75","170128_Smp_Pro9312_C","Kynurenine",0.38,12852,0,"22047",-0.5,NA,NA,NA,1.2175,"RTFlag",5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","RTFlag, BlankFlag",NA
"76","170128_Smp_Pro9313_A","Kynurenine",1.25,34100,0,"20109",-0.1,NA,NA,NA,1.2175,NA,5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","BlankFlag",NA
"77","170128_Smp_Pro9313_B","Kynurenine",1.24,54298,0,"39011",-0.5,NA,NA,NA,1.2175,NA,5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","BlankFlag",NA
"78","170128_Smp_Pro9313_C","Kynurenine",1.55,33056,0,"44436",-0.1,NA,NA,NA,1.2175,"RTFlag",5494,"170128_Poo_Jan24_AqExtracts_FS_1","RPAq","BlankFlag","RTFlag, BlankFlag",NA
"79","170128_Smp_Vesicle9312_1","Kynurenine",1.75,1629,0,"2781",0.4,NA,NA,"areaminFlag",1.2175,"RTFlag",23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"80","170128_Smp_Vesicle9312_2","Kynurenine",1.26,2038,0,"3651",0.1,NA,NA,"areaminFlag",1.2175,NA,23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, BlankFlag",NA
"81","170128_Smp_Vesicle9312_3","Kynurenine",0.44,2208,0,"2924",0.2,NA,NA,"areaminFlag",1.2175,"RTFlag",23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"82","170128_Smp_Vesicle9313_1","Kynurenine",1.26,3172,0,"5509",0.4,NA,NA,"areaminFlag",1.2175,NA,23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, BlankFlag",NA
"83","170128_Smp_Vesicle9313_2","Kynurenine",1.88,3342,0,"5578",0.5,NA,NA,"areaminFlag",1.2175,"RTFlag",23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"84","170128_Smp_Vesicle9313_3","Kynurenine",1.27,4502,0,"5318",0.6,NA,NA,"areaminFlag",1.2175,NA,23044,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","areaminFlag, BlankFlag",NA
"85","170128_Smp_Pro9312_A","Methylthioadenosine",2.16,12654819,169985,"4026910",-1.1,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",12654819
"86","170128_Smp_Pro9312_B","Methylthioadenosine",2.16,10052975,173403,"3332425",-0.9,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",10052975
"87","170128_Smp_Pro9312_C","Methylthioadenosine",2.16,9834036,142165,"2770021",-1.2,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",9834036
"88","170128_Smp_Pro9313_A","Methylthioadenosine",2.15,32921034,638755,"9992153",-1,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",32921034
"89","170128_Smp_Pro9313_B","Methylthioadenosine",2.16,89726976,685769,"27192724",-1.3,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",89726976
"90","170128_Smp_Pro9313_C","Methylthioadenosine",2.15,9502849,210139,"3069706",-0.9,NA,NA,NA,2.1375,NA,2590,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",9502849
"91","170128_Smp_Vesicle9312_1","Methylthioadenosine",2.18,9660,0,"7039",-0.6,NA,NA,NA,2.1375,NA,39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","BlankFlag",NA
"92","170128_Smp_Vesicle9312_2","Methylthioadenosine",5.92,3516,0,"2321",-0.8,NA,NA,"areaminFlag",2.1375,"RTFlag",39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"93","170128_Smp_Vesicle9312_3","Methylthioadenosine",2.16,9019,0,"5033",-0.9,NA,NA,NA,2.1375,NA,39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","BlankFlag",NA
"94","170128_Smp_Vesicle9313_1","Methylthioadenosine",2.14,1473,0,"2456",-0.6,NA,NA,"areaminFlag",2.1375,NA,39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","areaminFlag, BlankFlag",NA
"95","170128_Smp_Vesicle9313_2","Methylthioadenosine",5.98,4813,0,"3512",-1.9,NA,NA,"areaminFlag",2.1375,"RTFlag",39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"96","170128_Smp_Vesicle9313_3","Methylthioadenosine",3.84,1147,0,"2961",-2.6,NA,NA,"areaminFlag",2.1375,"RTFlag",39552,"170128_Poo_Jan25_AqExtracts_FS_2","RPAq","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"97","170128_Smp_Pro9312_A","Phenylalanine",1.14,33577420,268992,"11295551",-2.5,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",33577420
"98","170128_Smp_Pro9312_B","Phenylalanine",1.14,36025724,521237,"12628563",-2.1,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",36025724
"99","170128_Smp_Pro9312_C","Phenylalanine",1.13,26972804,78607,"8616922",-2.7,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",26972804
"100","170128_Smp_Pro9313_A","Phenylalanine",1.14,46599048,355375,"15775463",-2.5,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",46599048
"101","170128_Smp_Pro9313_B","Phenylalanine",1.14,119164632,522715,"37491740",-2.6,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",119164632
"102","170128_Smp_Pro9313_C","Phenylalanine",1.14,12227970,73498,"3994806",-2.4,NA,NA,NA,1.1175,NA,397589,"170128_Poo_Jan24_AqExtracts_FS_3","RPAq",NA,"",12227970
"103","170128_Smp_Vesicle9312_1","Phenylalanine",1.14,282654,0,"72754",-1.8,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"104","170128_Smp_Vesicle9312_2","Phenylalanine",1.13,888622,0,"267356",-2,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"105","170128_Smp_Vesicle9312_3","Phenylalanine",1.12,236043,13943,"67035",-1.7,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"106","170128_Smp_Vesicle9313_1","Phenylalanine",1.14,208273,0,"60225",-1.7,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"107","170128_Smp_Vesicle9313_2","Phenylalanine",1.13,128848,131,"46651",-2.1,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"108","170128_Smp_Vesicle9313_3","Phenylalanine",1.13,140185,0,"39534",-2,NA,NA,NA,1.1175,NA,183017,NA,"RPAq","BlankFlag","BlankFlag",NA
"109","170128_Smp_Pro9312_A","Pyridoxal Phosphate",0.82,594663,0,"202988",-0.9,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",594663
"110","170128_Smp_Pro9312_B","Pyridoxal Phosphate",0.82,601056,0,"205439",-0.7,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",601056
"111","170128_Smp_Pro9312_C","Pyridoxal Phosphate",0.81,606714,0,"217350",-1.2,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",606714
"112","170128_Smp_Pro9313_A","Pyridoxal Phosphate",0.82,284891,0,"113035",-1.1,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",284891
"113","170128_Smp_Pro9313_B","Pyridoxal Phosphate",0.82,1236313,0,"577403",-1.2,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",1236313
"114","170128_Smp_Pro9313_C","Pyridoxal Phosphate",0.82,225936,0,"108077",-0.8,NA,NA,NA,0.795,NA,3568,"170128_Poo_Jan24_AqExtracts_FS_2","RPAq",NA,"",225936
"115","170128_Smp_Vesicle9312_1","Pyridoxal Phosphate",0.79,21561,0,"15733",8.8,NA,"ppmFlag",NA,0.795,NA,47524,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","ppmFlag, BlankFlag",NA
"116","170128_Smp_Vesicle9312_2","Pyridoxal Phosphate",0.84,17450,0,"11594",8.7,NA,"ppmFlag",NA,0.795,NA,47524,"170128_Poo_Jan25_AqExtracts_FS_1","RPAq","BlankFlag","ppmFlag, BlankFlag",NA
