Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 1. Blank can be this fraction of a sample: 10. S/N ratio: 5. Parts per million flexibility: 6. Processed on: 2020-09-04 12:28:36. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","Poo.Name","Fraction","BlankFlag","Flags","QC_area"
"19","170124_Smp_Vesicle9312_1","Adenosine",5.19,458486,0,"24386",-2.3,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"20","170124_Smp_Vesicle9312_2","Adenosine",5.25,396703,0,"21067",-2.2,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"21","170124_Smp_Vesicle9312_3","Adenosine",5.33,249489,0,"16038",-1.7,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"22","170124_Smp_Vesicle9313_1","Adenosine",5.34,207378,0,"11257",-2.3,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"23","170124_Smp_Vesicle9313_2","Adenosine",5.42,72339,0,"6547",-1.5,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"24","170124_Smp_Vesicle9313_3","Adenosine",5.26,116445,0,"10098",-1.9,NA,NA,NA,5.23,NA,346552,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","BlankFlag",NA
"25","170124_Smp_Pro9312_A","Adenosyl Homocysteine",10.67,4248182,0,"386840",-1.1,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",4248182
"26","170124_Smp_Pro9312_B","Adenosyl Homocysteine",10.64,6506313,53571,"620347",-1.3,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",6506313
"27","170124_Smp_Pro9312_C","Adenosyl Homocysteine",10.62,5786988,0,"584212",-1.3,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",5786988
"28","170124_Smp_Pro9313_A","Adenosyl Homocysteine",10.62,3527295,0,"367210",-1.4,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",3527295
"29","170124_Smp_Pro9313_B","Adenosyl Homocysteine",10.64,2628184,0,"279710",-1.3,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",2628184
"30","170124_Smp_Pro9313_C","Adenosyl Homocysteine",10.67,1032604,0,"105411",-1.7,NA,NA,NA,10.33,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",1032604
"31","170124_Smp_Vesicle9312_1","Adenosyl Homocysteine",8.03,10883,0,"9556",-0.3,NA,NA,"areaminFlag",10.33,"RTFlag",52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"32","170124_Smp_Vesicle9312_2","Adenosyl Homocysteine",9.75,9642,0,"8169",12.9,NA,"ppmFlag","areaminFlag",10.33,NA,52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","ppmFlag, areaminFlag, BlankFlag",NA
"33","170124_Smp_Vesicle9312_3","Adenosyl Homocysteine",11.76,7001,0,"5802",0.8,NA,NA,"areaminFlag",10.33,"RTFlag",52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"34","170124_Smp_Vesicle9313_1","Adenosyl Homocysteine",6.83,9234,0,"6682",1.1,NA,NA,"areaminFlag",10.33,"RTFlag",52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"35","170124_Smp_Vesicle9313_2","Adenosyl Homocysteine",7.82,5613,0,"5913",0,NA,NA,"areaminFlag",10.33,"RTFlag",52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"36","170124_Smp_Vesicle9313_3","Adenosyl Homocysteine",6.76,7163,0,"3954",-1.9,NA,NA,"areaminFlag",10.33,"RTFlag",52069,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"37","170124_Smp_Pro9312_A","Adenosyl Methionine",12.82,15609905,48583,"1153402",-0.7,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",15609905
"38","170124_Smp_Pro9312_B","Adenosyl Methionine",12.82,14188734,0,"1119228",-1.2,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",14188734
"39","170124_Smp_Pro9312_C","Adenosyl Methionine",12.86,17604046,0,"1265956",-1.1,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",17604046
"40","170124_Smp_Pro9313_A","Adenosyl Methionine",12.91,114642368,731026,"7449551",-1.1,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",114642368
"41","170124_Smp_Pro9313_B","Adenosyl Methionine",12.92,39396112,177054,"2749804",-1.2,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",39396112
"42","170124_Smp_Pro9313_C","Adenosyl Methionine",12.84,12361963,55904,"902053",-1,NA,NA,NA,12.83,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",12361963
"43","170124_Smp_Vesicle9312_1","Adenosyl Methionine",1.89,11458,0,"10393",-0.8,NA,NA,"areaminFlag",12.83,"RTFlag",22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"44","170124_Smp_Vesicle9312_2","Adenosyl Methionine",0.13,6444,0,"6578",-10.1,NA,"ppmFlag","areaminFlag",12.83,"RTFlag",22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"45","170124_Smp_Vesicle9312_3","Adenosyl Methionine",2.11,6842,0,"5705",-2.2,NA,NA,"areaminFlag",12.83,"RTFlag",22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"46","170124_Smp_Vesicle9313_1","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,12.83,NA,22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"",NA
"47","170124_Smp_Vesicle9313_2","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,12.83,NA,22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"",NA
"48","170124_Smp_Vesicle9313_3","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,12.83,NA,22348,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"",NA
"49","170124_Smp_Pro9312_A","Alanine",11.14,93371192,2127470,"9815136",-0.2,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",93371192
"50","170124_Smp_Pro9312_B","Alanine",11.13,96783960,1820792,"9865061",0,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",96783960
"51","170124_Smp_Pro9312_C","Alanine",11.14,71567976,1942910,"7345135",0,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",71567976
"52","170124_Smp_Pro9313_A","Alanine",11.12,74543424,1464157,"8339991",0.5,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",74543424
"53","170124_Smp_Pro9313_B","Alanine",11.12,69376808,1320659,"7701227",0.4,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",69376808
"54","170124_Smp_Pro9313_C","Alanine",11.12,23117248,760409,"2568251",0.1,NA,NA,NA,11.1875,NA,108162,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",23117248
"55","170124_Smp_Vesicle9312_1","Alanine",11.28,45136,170831,"9648",-0.1,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"56","170124_Smp_Vesicle9312_2","Alanine",11.23,104122,129246,"21274",0,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"57","170124_Smp_Vesicle9312_3","Alanine",11.36,131739,368374,"16568",0.4,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"58","170124_Smp_Vesicle9313_1","Alanine",11.36,225888,164375,"25764",0.1,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"59","170124_Smp_Vesicle9313_2","Alanine",11.28,53177,116973,"14677",0.2,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"60","170124_Smp_Vesicle9313_3","Alanine",11.31,97372,113973,"26867",0,"SNFlag",NA,NA,11.1875,NA,204480,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"61","170124_Smp_Pro9312_A","Arginine",18.92,64337556,790527,"3055586",-3,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",64337556
"62","170124_Smp_Pro9312_B","Arginine",18.9,65631656,0,"2951394",-3.1,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",65631656
"63","170124_Smp_Pro9312_C","Arginine",18.94,59435872,894674,"2735429",-3.2,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",59435872
"64","170124_Smp_Pro9313_A","Arginine",18.89,57472644,795891,"2700722",-2.9,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",57472644
"65","170124_Smp_Pro9313_B","Arginine",18.9,32863480,318799,"1544759",-2.6,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",32863480
"66","170124_Smp_Pro9313_C","Arginine",18.92,16416316,0,"730381",-3.1,NA,NA,NA,19.1475,NA,679778,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",16416316
"67","170124_Smp_Vesicle9312_1","Arginine",18.81,828217,0,"46268",-3.1,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"68","170124_Smp_Vesicle9312_2","Arginine",18.88,2159770,0,"99352",-3.1,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"69","170124_Smp_Vesicle9312_3","Arginine",18.85,1446491,0,"64966",-2.6,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"70","170124_Smp_Vesicle9313_1","Arginine",18.77,815757,0,"34890",-3,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"71","170124_Smp_Vesicle9313_2","Arginine",18.81,1266161,0,"50451",-2.7,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"72","170124_Smp_Vesicle9313_3","Arginine",18.86,946381,0,"43532",-2.9,NA,NA,NA,19.1475,NA,1937861,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"73","170124_Smp_Pro9312_A","Asparagine",11.5,14902043,0,"1345035",-2.9,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",14902043
"74","170124_Smp_Pro9312_B","Asparagine",11.46,9096857,0,"806836",-2.9,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",9096857
"75","170124_Smp_Pro9312_C","Asparagine",11.5,10532942,0,"927584",-3.1,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",10532942
"76","170124_Smp_Pro9313_A","Asparagine",11.48,161252032,1723328,"13569487",-3.5,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",161252032
"77","170124_Smp_Pro9313_B","Asparagine",11.48,119286680,951162,"10489135",-3.6,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",119286680
"78","170124_Smp_Pro9313_C","Asparagine",11.46,46444068,900595,"4298422",-3.5,NA,NA,NA,11.135,NA,162669,"170124_Poo_Jan24_AqExtracts_FS_3","HILIC",NA,"",46444068
"79","170124_Smp_Vesicle9312_1","Asparagine",11.76,85822,0,"18805",-1.6,NA,NA,NA,11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"80","170124_Smp_Vesicle9312_2","Asparagine",11.86,59577,0,"14820",-2,NA,NA,NA,11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"81","170124_Smp_Vesicle9312_3","Asparagine",11.87,274611,42965,"18903",-1.6,NA,NA,NA,11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"82","170124_Smp_Vesicle9313_1","Asparagine",11.83,27564,0,"18661",-1.7,NA,NA,"areaminFlag",11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","areaminFlag, BlankFlag",NA
"83","170124_Smp_Vesicle9313_2","Asparagine",11.97,155617,0,"15032",-1.2,NA,NA,NA,11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"84","170124_Smp_Vesicle9313_3","Asparagine",11.84,54501,0,"10697",-1.6,NA,NA,NA,11.135,NA,118720,"170124_Poo_Jan25_AqExtracts_FS_3","HILIC","BlankFlag","BlankFlag",NA
"85","170124_Smp_Pro9312_A","Aspartic acid",12.27,37371844,0,"3654723",-3.3,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",37371844
"86","170124_Smp_Pro9312_B","Aspartic acid",12.27,41845896,0,"4525034",-3.3,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",41845896
"87","170124_Smp_Pro9312_C","Aspartic acid",12.3,38616492,0,"3957710",-3.6,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",38616492
"88","170124_Smp_Pro9313_A","Aspartic acid",12.3,146183328,0,"14758450",-3.4,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",146183328
"89","170124_Smp_Pro9313_B","Aspartic acid",12.28,98282000,0,"9757736",-3.2,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",98282000
"90","170124_Smp_Pro9313_C","Aspartic acid",12.31,33660604,0,"3097674",-3.4,NA,NA,NA,11.98,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",33660604
"91","170124_Smp_Vesicle9312_1","Aspartic acid",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.98,NA,NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"",NA
"92","170124_Smp_Vesicle9312_2","Aspartic acid",12.16,13207,0,"7338",-0.1,NA,NA,"areaminFlag",11.98,NA,NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"areaminFlag, ",NA
"93","170124_Smp_Vesicle9312_3","Aspartic acid",23.08,5978,0,"3266",2.8,NA,NA,"areaminFlag",11.98,"RTFlag",NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"94","170124_Smp_Vesicle9313_1","Aspartic acid",14.64,6765,0,"5826",-1.6,NA,NA,"areaminFlag",11.98,"RTFlag",NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"95","170124_Smp_Vesicle9313_2","Aspartic acid",16.8,5264,0,"3113",-3,NA,NA,"areaminFlag",11.98,"RTFlag",NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"96","170124_Smp_Vesicle9313_3","Aspartic acid",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.98,NA,NA,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC",NA,"",NA
"97","170124_Smp_Pro9312_A","Betaine",7.87,93987720,427071072,"7254038",-2.6,"SNFlag",NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"98","170124_Smp_Pro9312_B","Betaine",7.89,108461216,463324960,"6387740",-2.7,"SNFlag",NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"99","170124_Smp_Pro9312_C","Betaine",7.93,155127248,419506720,"8050099",-2.6,"SNFlag",NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"100","170124_Smp_Pro9313_A","Betaine",7.87,75050188800,1348413056,"2931609088",-3.7,NA,NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",75050188800
"101","170124_Smp_Pro9313_B","Betaine",7.88,66477305856,1082265472,"2655546368",-4,NA,NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",66477305856
"102","170124_Smp_Pro9313_C","Betaine",7.86,46304686080,1154142208,"2187066368",-4.1,NA,NA,NA,7.8525,NA,195332144,"170124_Poo_Jan24_AqExtracts_FS_2","HILIC",NA,"",46304686080
"103","170124_Smp_Vesicle9312_1","Betaine",7.93,100046304,506625920,"5676358",-2.8,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"104","170124_Smp_Vesicle9312_2","Betaine",7.92,144699952,362982624,"7185076",-2.7,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"105","170124_Smp_Vesicle9312_3","Betaine",7.65,146289376,537101824,"3841551",-2.4,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"106","170124_Smp_Vesicle9313_1","Betaine",7.87,121465248,489765408,"4769956",-2.8,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"107","170124_Smp_Vesicle9313_2","Betaine",7.95,117485400,545841024,"4196963",-2.3,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"108","170124_Smp_Vesicle9313_3","Betaine",7.93,179028480,576595968,"4742780",-2.7,"SNFlag",NA,NA,7.8525,NA,411312320,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","SNFlag, BlankFlag",NA
"109","170124_Smp_Pro9312_A","Chitobiose",7.7,16851,0,"9670",2.4,NA,NA,"areaminFlag",10.19,"RTFlag",0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"110","170124_Smp_Pro9312_B","Chitobiose",2.1,28188,0,"11207",3.9,NA,NA,"areaminFlag",10.19,"RTFlag",0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"111","170124_Smp_Pro9312_C","Chitobiose",7.46,9757,0,"7265",2.2,NA,NA,"areaminFlag",10.19,"RTFlag",0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"areaminFlag, RTFlag, ",NA
"112","170124_Smp_Pro9313_A","Chitobiose",9.75,15258443,0,"418300",-1.8,NA,NA,NA,10.19,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",15258443
"113","170124_Smp_Pro9313_B","Chitobiose",9.82,9903356,0,"282320",-1.6,NA,NA,NA,10.19,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",9903356
"114","170124_Smp_Pro9313_C","Chitobiose",9.83,2857755,0,"100621",-1.7,NA,NA,NA,10.19,NA,0,"170124_Poo_Jan24_AqExtracts_FS_1","HILIC",NA,"",2857755
"115","170124_Smp_Vesicle9312_1","Chitobiose",8.12,15466,0,"7352",0.6,NA,NA,"areaminFlag",10.19,"RTFlag",79159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"116","170124_Smp_Vesicle9312_2","Chitobiose",6.5,38532,0,"6782",1.5,NA,NA,"areaminFlag",10.19,"RTFlag",79159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"117","170124_Smp_Vesicle9312_3","Chitobiose",7.87,13555,0,"4841",2.2,NA,NA,"areaminFlag",10.19,"RTFlag",79159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"118","170124_Smp_Vesicle9313_1","Chitobiose",7.53,26112,0,"9535",4.3,NA,NA,"areaminFlag",10.19,"RTFlag",79159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"119","170124_Smp_Vesicle9313_2","Chitobiose",8.42,6616,0,"4748",-0.7,NA,NA,"areaminFlag",10.19,"RTFlag",79159,"170124_Poo_Jan25_AqExtracts_FS_1","HILIC","BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
